704615270	20171107	201711	2017	2017.8411	PRT	PORTUGAL	PRT																		0	043	043	04	1	2.8	2	1	2	-1.9	1	United States	US	US		39.828175	-98.5795	US	0								1	Portugal	PO	PO		39.5	-8	PO	20171107111500	https://www.technologynetworks.com/tn/news/stem-cells-from-muscle-could-address-diabetes-related-circulation-problems-293979
704615271	20171107	201711	2017	2017.8411	PRT	PORTUGAL	PRT								IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			1	043	043	04	1	2.8	8	1	4	-1.88235294117647	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20171107111500	https://www.verdict.co.uk/margrethe-vestager-web-summit/
704615272	20171107	201711	2017	2017.8411	PRT	PORTUGAL	PRT								IRL	IRELAND	IRL								0	100	100	10	3	-5.0	2	1	2	-1.88235294117647	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	1	Ireland	EI	EI		53	-8	EI	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20171107111500	https://www.verdict.co.uk/margrethe-vestager-web-summit/
704615273	20171107	201711	2017	2017.8411	PRT	PORTUGAL	PRT								IRL	IRELAND	IRL								0	100	100	10	3	-5.0	2	1	2	-1.88235294117647	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	1	Luxembourg	LU	LU		49.75	6.166667	LU	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20171107111500	https://www.verdict.co.uk/margrethe-vestager-web-summit/
704615274	20171107	201711	2017	2017.8411	PSE	PALESTINIAN	PSE																		0	010	010	01	1	0.0	10	1	10	4.34782608695652	4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	0								4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	20171107111500	https://www.ynetnews.com/articles/0,7340,L-5039672,00.html
704615275	20171107	201711	2017	2017.8411	PSE	GAZA	PSE																		0	042	042	04	1	1.9	1	1	1	-4.06741573033708	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	0								4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704615276	20171107	201711	2017	2017.8411	PSE	WEST BANK	PSE								GOV	ADMINISTRATION						GOV			1	040	040	04	1	1.0	10	1	10	-0.41580041580041	1	West Bank	WE	WE		31.666667	35.25	WE	1	West Bank	WE	WE		31.666667	35.25	WE	1	West Bank	WE	WE		31.666667	35.25	WE	20171107111500	https://www.haaretz.com/israel-news/1.821408
704615277	20171107	201711	2017	2017.8411	PSE	GAZA	PSE								ISR	ISRAEL	ISR								0	042	042	04	1	1.9	1	1	1	-4.06741573033708	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704615278	20171107	201711	2017	2017.8411	PSE	GAZA	PSE								ISR	ISRAEL	ISR								0	042	042	04	1	1.9	1	1	1	-4.06741573033708	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704615279	20171107	201711	2017	2017.8411	PSE	WEST BANK	PSE								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	6	1	6	-4.05904059040591	4	Anata, West Bank (general), West Bank	WE	WE00	18315	31.8092	35.259	-793192	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Anata, West Bank (general), West Bank	WE	WE00	18315	31.8092	35.259	-793192	20171107111500	http://www.aljazeera.com/indepth/opinion/legalising-annexation-jerusalem-171102061616140.html
704615280	20171107	201711	2017	2017.8411	PSE	WEST BANK	PSE								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	2	1	2	-4.05904059040591	4	Anata, West Bank (general), West Bank	WE	WE00	18315	31.8092	35.259	-793192	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171107111500	http://www.aljazeera.com/indepth/opinion/legalising-annexation-jerusalem-171102061616140.html
704615281	20171107	201711	2017	2017.8411	PSE	GAZA	PSE								PSEREB	HAMAS	PSE					REB			0	042	042	04	1	1.9	2	1	2	-4.06741573033708	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704615282	20171107	201711	2017	2017.8411	PSEREB	HAMAS	PSE					REB			ISR	ISRAEL	ISR								0	043	043	04	1	2.8	4	1	4	-4.06741573033708	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704615283	20171107	201711	2017	2017.8411	PSEREB	HAMAS	PSE					REB			PSE	GAZA	PSE								0	043	043	04	1	2.8	2	1	2	-4.06741573033708	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704615284	20171107	201711	2017	2017.8411	PTY	POLITICIAN									LEG	SENATOR						LEG			1	051	051	05	1	3.4	10	1	10	-0.37641154328732	3	Crown Heights, New York, United States	US	USNY	NY027	41.6373	-73.9379	1867397	3	Crown Heights, New York, United States	US	USNY		41.6373	-73.9379	1867397	3	Crown Heights, New York, United States	US	USNY		41.6373	-73.9379	1867397	20171107111500	http://www.nydailynews.com/opinion/ran-learned-article-1.3615508
704615285	20171107	201711	2017	2017.8411	PTY	PARTY LEADER									USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	1	2	-0.74626865671641	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171107111500	http://www.hertfordshiremercury.co.uk/updates-as-filming-for-bbc-drama-a-very-english-scandal-continues-in-hertford-for-second-day/story-30539502-detail/story.html
704615286	20171107	201711	2017	2017.8411	PTY	PARTY LEADER									USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-0.74626865671641	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171107111500	http://www.hertfordshiremercury.co.uk/updates-as-filming-for-bbc-drama-a-very-english-scandal-continues-in-hertford-for-second-day/story-30539502-detail/story.html
704615287	20171107	201711	2017	2017.8411	REB	REBEL						REB													0	1056	105	10	3	-5.0	10	1	10	-4.06741573033708	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704615288	20171107	201711	2017	2017.8411	REB	REBEL						REB													0	190	190	19	4	-10.0	1	1	1	-4.06741573033708	4	Quneitra, Al Qunaytirah, Syria	SY	SY03	26312	33.1259	35.8246	-2538568	0								4	Quneitra, Al Qunaytirah, Syria	SY	SY03	26312	33.1259	35.8246	-2538568	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704615289	20171107	201711	2017	2017.8411	REB	SUICIDE BOMBER						REB			AFGMIL	AFGHAN	AFG					MIL			1	1831	183	18	4	-10.0	3	1	3	-8.72781065088758	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171107111500	http://www.ivpressonline.com/news/world/is-suicide-bomber-hits-local-tv-in-kabul-at-least/article_e90b0b81-3d9f-5f63-b249-9b74425dcfd8.html
704615290	20171107	201711	2017	2017.8411	REB	REBEL						REB			SAU	SAUDI ARABIA	SAU								0	080	080	08	2	5.0	10	1	10	-4.21686746987951	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107111500	http://www.middleeasteye.net/news/yemens-hadi-under-house-arrest-riyadh-tightens-grip-saudi-arabia-1713860405
704615291	20171107	201711	2017	2017.8411	REB	REVOLT						REB			USA	THE US	USA								0	060	060	06	2	6.0	10	1	10	-0.7847533632287	4	Chaguaramas, Saint George, Trinidad And Tobago	TD	TD08	27411	10.6893	-61.6395	-1359696	4	Chaguaramas, Saint George, Trinidad And Tobago	TD	TD08	27411	10.6893	-61.6395	-1359696	4	Chaguaramas, Saint George, Trinidad And Tobago	TD	TD08	27411	10.6893	-61.6395	-1359696	20171107111500	http://www.trinidadandtobagonews.com/blog/?p=10331
704615292	20171107	201711	2017	2017.8411	REB	REBEL						REB			YEM	YEMEN	YEM								0	192	192	19	4	-9.5	2	1	2	-4.21686746987951	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Yemen	YM	YM		15.5	47.5	YM	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107111500	http://www.middleeasteye.net/news/yemens-hadi-under-house-arrest-riyadh-tightens-grip-saudi-arabia-1713860405
704615293	20171107	201711	2017	2017.8411	REB	REBEL						REB			YEM	YEMENI	YEM								0	192	192	19	4	-9.5	8	1	8	-4.21686746987951	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	20171107111500	http://www.middleeasteye.net/news/yemens-hadi-under-house-arrest-riyadh-tightens-grip-saudi-arabia-1713860405
704615294	20171107	201711	2017	2017.8411	REB	REBEL						REB			druCVL	DRUZE			dru			CVL			0	190	190	19	4	-10.0	1	1	1	-4.06741573033708	4	Quneitra, Al Qunaytirah, Syria	SY	SY03	26312	33.1259	35.8246	-2538568	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Quneitra, Al Qunaytirah, Syria	SY	SY03	26312	33.1259	35.8246	-2538568	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704615295	20171107	201711	2017	2017.8411	REF	REFUGEE						REF			BGD	BANGLADESH	BGD								0	075	075	07	2	7.0	10	1	10	-3.1055900621118	4	Teknaf, Chittagong, Bangladesh	BG	BG84	5772	20.8624	92.3058	-2737993	4	Teknaf, Chittagong, Bangladesh	BG	BG84	5772	20.8624	92.3058	-2737993	4	Teknaf, Chittagong, Bangladesh	BG	BG84	5772	20.8624	92.3058	-2737993	20171107111500	http://www.unhcr.org/5a0192138.html
704615296	20171107	201711	2017	2017.8411	REF	REFUGEE						REF			CVL	POPULATION						CVL			1	100	100	10	3	-5.0	5	1	5	-1.30718954248366	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	20171107111500	http://o.canada.com/life/global-voices-upgrade-to-the-new-neighbourhood-watch
704615297	20171107	201711	2017	2017.8411	REL	ARCHBISHOP																			1	010	010	01	1	0.0	10	1	10	-2.26415094339622	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107111500	http://www.spiked-online.com/newsite/article/the-sorry-state-of-welfare/20514
704615298	20171107	201711	2017	2017.8411	REL	MONASTERY																			0	043	043	04	1	2.8	10	1	10	1.98123044838374	4	Dharamsala, Himachal Pradesh, India	IN	IN11	17669	32.2167	76.3167	-2094696	0								4	Dharamsala, Himachal Pradesh, India	IN	IN11	17669	32.2167	76.3167	-2094696	20171107111500	http://coldnoon.com/magazine/dialogues/essays/connecting-with-her-culture-a-tibetan-in-dharamsala/
704615299	20171107	201711	2017	2017.8411	REL	SAINT																			1	060	060	06	2	6.0	5	1	5	-1.2539184952978	1	Netherlands	NL	NL		52.5	5.75	NL	0								1	Netherlands	NL	NL		52.5	5.75	NL	20171107111500	http://www.the42.ie/van-dijk-over-liverpool-3683733-Nov2017/
704615300	20171107	201711	2017	2017.8411	REL	PRIEST									COP	POLICE						COP			0	190	190	19	4	-10.0	10	1	10	-3.85852090032155	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	20171107111500	https://international.la-croix.com/news/philippine-prelate-says-drugs-bigger-problem-than-killings/6292
704615301	20171107	201711	2017	2017.8411	REL	PILGRIM									CVL	VILLAGER						CVL			0	036	036	03	1	4.0	10	1	10	-2.12494687632809	4	Karbala, Karbala', Iraq	IZ	IZ12	36806	32.5979	44.0165	-3107076	4	Karbala, Karbala', Iraq	IZ	IZ12	36806	32.5979	44.0165	-3107076	4	Karbala, Karbala', Iraq	IZ	IZ12	36806	32.5979	44.0165	-3107076	20171107111500	http://en.shafaqna.com/worlds-biggest-pilgrimage-now-underway-youve-never-heard/
704615302	20171107	201711	2017	2017.8411	REL	PILGRIM									CVL	VILLAGER						CVL			0	043	043	04	1	2.8	10	1	10	-2.12494687632809	4	Karbala, Karbala', Iraq	IZ	IZ12	36806	32.5979	44.0165	-3107076	4	Karbala, Karbala', Iraq	IZ	IZ12	36806	32.5979	44.0165	-3107076	4	Karbala, Karbala', Iraq	IZ	IZ12	36806	32.5979	44.0165	-3107076	20171107111500	http://en.shafaqna.com/worlds-biggest-pilgrimage-now-underway-youve-never-heard/
704615303	20171107	201711	2017	2017.8411	REL	SAINT									HTI	HAITIAN	HTI								1	013	013	01	1	0.4	5	1	5	0	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107111500	http://www.digitaljournal.com/pr/3550560
704615304	20171107	201711	2017	2017.8411	REL	PILGRIM									IRQ	KERBELA	IRQ								1	017	017	01	1	0.0	10	1	10	4.9645390070922	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20171107111500	http://en.shafaqna.com/50-nationalities-gather-holy-city-kerbela/
704615305	20171107	201711	2017	2017.8411	REL	PILGRIM									IRQ	KERBELA	IRQ								1	036	036	03	1	4.0	5	1	5	4.9645390070922	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20171107111500	http://en.shafaqna.com/50-nationalities-gather-holy-city-kerbela/
704615306	20171107	201711	2017	2017.8411	REL	PILGRIM									IRQ	KERBELA	IRQ								1	110	110	11	3	-2.0	10	1	10	4.9645390070922	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20171107111500	http://en.shafaqna.com/50-nationalities-gather-holy-city-kerbela/
704615307	20171107	201711	2017	2017.8411	REL	ARCHBISHOP									PHL	DAVAO	PHL								1	013	013	01	1	0.4	3	1	3	-3.85852090032155	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	20171107111500	https://international.la-croix.com/news/philippine-prelate-says-drugs-bigger-problem-than-killings/6292
704615308	20171107	201711	2017	2017.8411	RUS	RUSSIAN	RUS																		0	013	013	01	1	0.4	1	1	1	-4.06741573033708	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	0								1	Russia	RS	RS		60	100	RS	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704615309	20171107	201711	2017	2017.8411	RUS	RUSSIAN	RUS																		0	013	013	01	1	0.4	1	1	1	-4.06741573033708	1	Russia	RS	RS		60	100	RS	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704615310	20171107	201711	2017	2017.8411	RUS	RUSSIA	RUS																		1	043	043	04	1	2.8	10	1	10	-5.37142857142857	4	Nerpa, Primorskiy Kray, Russia	RS	RS59	25088	42.8678	131.424	9255940	0								4	Nerpa, Primorskiy Kray, Russia	RS	RS59	25088	42.8678	131.424	9255940	20171107111500	https://www.strategypage.com/htmw/htsub/articles/20171107.aspx
704615311	20171107	201711	2017	2017.8411	RUS	RUSSIA	RUS																		1	051	051	05	1	3.4	2	1	2	1.76991150442478	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107111500	http://www.france24.com/en/20171107-october-revolution-bolsheviks-centenary-good-guy-gun-legal-tax-evasion-cyclist-flip-off
704615312	20171107	201711	2017	2017.8411	RUS	RUSSIA	RUS																		0	080	080	08	2	5.0	2	1	2	-4.06741573033708	1	Russia	RS	RS		60	100	RS	0								4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704615313	20171107	201711	2017	2017.8411	RUS	RUSSIA	RUS																		1	090	090	09	2	-2.0	50	5	50	-4.68710298772274	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	0								4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	20171107111500	http://www.lmtonline.com/news/world/article/Tiger-attacks-employee-at-zoo-in-Russia-s-west-12337418.php
704615314	20171107	201711	2017	2017.8411	RUS	RUSSIA	RUS								ARM	ARMENIAN	ARM								1	036	036	03	1	4.0	8	1	8	1.15273775216138	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171107111500	http://www.panarmenian.net/eng/news/248528/Moscow_exhibit_to_honor_prominent_Armenian_sculptor_Ara_Harutyunyan
704615315	20171107	201711	2017	2017.8411	RUS	RUSSIA	RUS								ARM	ARMENIAN	ARM								1	036	036	03	1	4.0	2	1	2	1.15273775216138	4	Erebuni, Yerevan*, Armenia	AM	AM11	4936	40.1331	44.5301	9132783	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Erebuni, Yerevan*, Armenia	AM	AM11	4936	40.1331	44.5301	9132783	20171107111500	http://www.panarmenian.net/eng/news/248528/Moscow_exhibit_to_honor_prominent_Armenian_sculptor_Ara_Harutyunyan
704615316	20171107	201711	2017	2017.8411	RUS	RUSSIA	RUS								BUS	COMPANIES						BUS			0	051	051	05	1	3.4	8	4	8	1.18290481729775	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107111500	http://www.sfgate.com/news/world/article/Leaks-show-Russian-oligarchs-registering-jets-in-12337384.php
704615317	20171107	201711	2017	2017.8411	RUS	ST PETERSBURG	RUS								CVL	VOTER						CVL			1	110	110	11	3	-2.0	1	1	1	-3.6741214057508	3	Bowling Green, Kentucky, United States	US	USKY	KY227	36.9903	-86.4436	487744	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171107111500	http://tbtpics.tampabay.com/news/politics/Let-s-do-this-Election-Day-finally-here-for-Pinellas-voters_162395004
704615318	20171107	201711	2017	2017.8411	RUS	ST PETERSBURG	RUS								CVL	VOTER						CVL			1	110	110	11	3	-2.0	1	1	1	-3.6741214057508	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171107111500	http://tbtpics.tampabay.com/news/politics/Let-s-do-this-Election-Day-finally-here-for-Pinellas-voters_162395004
704615319	20171107	201711	2017	2017.8411	RUS	RUSSIA	RUS								FRA	FRANCE	FRA								1	051	051	05	1	3.4	10	1	10	1.76991150442478	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107111500	http://www.france24.com/en/20171107-october-revolution-bolsheviks-centenary-good-guy-gun-legal-tax-evasion-cyclist-flip-off
704615320	20171107	201711	2017	2017.8411	RUS	RUSSIAN	RUS								GBRIMY	ISLE OF MAN	GBR								1	042	042	04	1	1.9	12	2	12	1.12237435501564	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171107111500	http://www.foxbusiness.com/markets/2017/11/07/leaks-show-russian-oligarchs-registering-jets-in-isle-man.html
